source_match,nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4782,4798,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,m2,,poussette,7.354838943481445,-70.68289136886597,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4799,4814,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,m2,,poussette,-3.1323211669921878,66.59535242716471,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4815,4830,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,g3,,poussette,45.125,-121.14640111923218,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4831,4839,garcon,revers,1,att/att,DAN-QIU,,offensif,d2,,topspin,30.303798294067384,64.76888783772786,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4840,4850,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,intermediaire,m2,,topspin,-21.929516983032222,-66.03103869756063,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4851,4861,garcon,coup_droit,1,att/att,DAN-QIU,,offensif,d2,,topspin,45.125,77.50360323588053,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4862,4872,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,intermediaire,m2,,topspin,15.102566146850586,-85.66491896311442,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4873,4885,garcon,coup_droit,1,att/att,DAN-QIU,,intermediaire,g2,,topspin,-41.315436363220215,62.217000834147136,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4886,4908,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,5210,5246,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_gauche,,d2,,,-49.810810565948486,-54.50265903472901,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,5247,5263,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,d3,,poussette,54.80164642333985,97.75789108276368,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,5264,5273,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,offensif,m3,,topspin,4.75,-115.98295553525288,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,5274,5304,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,5552,5569,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_gauche,,d2,,,-52.668170833587645,-69.30125363667806,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,5570,5584,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,d2,,poussette,30.303798294067384,63.24491195678711,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,5585,5595,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-49.810810565948486,-93.54934533437093,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,5976,6001,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,g3,,,-64.22779006958008,107.77862218221028,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6002,6027,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6302,6325,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,g2,,,-52.668170833587645,59.51754519144694,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6326,6338,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,m2,,topspin,17.663113021850585,-88.56270643870036,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6339,6347,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,m3,pt_gagne,topspin,7.354838943481445,118.8404691060384,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6876,6906,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_gauche,,g2,,,71.35641403198242,-80.18089135487874,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6907,6916,garcon,revers,1,att/att,DAN-QIU,,intermediaire,m2,,topspin,-11.11790351867676,63.87713495890299,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6917,6925,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,d2,,topspin,-32.933334541320804,-58.59171791076661,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6926,6938,garcon,coup_droit,1,att/att,DAN-QIU,,intermediaire,d2,,topspin,30.303798294067384,87.62850863138834,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6939,6946,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,offensif,d3,,topspin,-46.96629180908203,-111.1953017393748,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6947,6959,garcon,coup_droit,1,att/att,DAN-QIU,,intermediaire,g3,,topspin,-67.15068516731262,126.16625645955403,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6960,6969,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,m2,,topspin,4.75,-64.60795335769653,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,6971,6992,garcon,revers,1,att/att,DAN-QIU,,intermediaire,m3,,bloc,2.13391227722168,127.15472768147788,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,6993,7003,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,offensif,m2,,topspin,7.354838943481445,-53.59472255706787,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,7004,7016,garcon,revers,1,att/att,DAN-QIU,,offensif,g3,,topspin,-35.714921379089354,115.03117396036784,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,7017,7028,garcon,revers,1,att/att,FELIX-LEBRUN,,intermediaire,m2,,bloc,-3.1323211669921878,-57.19364833831787,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,7029,7047,garcon,coup_droit,1,att/att,DAN-QIU,,offensif,g3,,topspin,-64.22779006958008,125.87885386149088,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,7048,7076,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,7382,7421,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,m2,,,20.212766265869146,-65.32011445363362,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,7422,7442,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,7808,7839,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,d2,,,37.76100692749024,61.33275616963704,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,7840,7860,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,8113,8130,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,d2,,,-58.42176923751831,-58.14945621490479,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,8131,8147,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,m2,,poussette,-16.49999866485596,64.15729064941407,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,8148,8157,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,offensif,d3,,topspin,-55.53846139907837,-97.24125712712606,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,8158,8169,garcon,coup_droit,1,att/att,serveur_point_contre,,intermediaire,d3,pt_gagne,bloc,32.799998092651364,133.0669848124186,2.0,DAN-QIU,FELIX-LEBRUN
