source_match,nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,39423,39481,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,g1,,,37.81559104919434,-41.37965049743652,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,39482,39496,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-13.84544258117676,91.43900578816732,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,39497,39510,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,11.670043182373046,-96.61014467875162,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,39511,39532,garcon,revers,5,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,40079,40101,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,lat_droit,,m3,,,16.12856788635254,-133.95999713540078,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,40102,40124,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,40668,40733,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,,8.292278289794922,66.94174067179362,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,40734,40747,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,46.26559143066406,-104.50116686820984,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,40748,40758,garcon,revers,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-50.7065507888794,117.20881741841634,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,40759,40788,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,41234,41270,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,d2,,,47.61715545654297,61.83446515401205,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,41271,41284,garcon,coup_droit,5,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,flip,-13.060702514648437,-96.78773746490478,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,41285,41297,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-64.73833026885987,114.18401743570963,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,41298,41312,garcon,revers,5,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,bloc,-75.4574881851673,-85.75448185602824,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,36,71,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,44.42837295532227,59.201573053995766,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,72,82,garcon,coup_droit,1,att/att,JANG-WOOJIN,,intermediaire,m2,,flip,22.993374633789063,-78.24137239456176,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,83,92,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,-44.57610740661621,88.43561553955078,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,93,105,garcon,coup_droit,1,att/att,JANG-WOOJIN,,intermediaire,g3,,topspin,35.01652946472168,-135.44318180580933,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,106,123,garcon,revers,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,315,342,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-33.59115982055664,76.8259651184082,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,343,353,garcon,coup_droit,1,att/att,JANG-WOOJIN,,offensif,g2,,topspin,32.63513679504395,-80.41715621948242,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,354,363,garcon,revers,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,bloc,46.75331878662109,128.95899861653646,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,782,813,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-50.15488224029541,-66.34736359914145,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,814,828,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-4.518624496459961,80.32557690938314,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,829,838,garcon,coup_droit,1,att/att,JANG-WOOJIN,,offensif,m3,,topspin,15.637636947631837,-91.7341996828715,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,839,850,garcon,revers,1,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,bloc,58.213853454589845,60.99126307169596,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,1173,1214,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-39.05516376495361,-59.674381510416666,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,1215,1229,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,32.63513679504395,60.03503710428874,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,1230,1245,garcon,coup_droit,1,att/att,JANG-WOOJIN,,defensif,d2,,poussette,-30.880236625671387,-50.22997989654541,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,1246,1277,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,1505,1536,garcon,revers,1,att/att,ALEXIS-LEBRUN,lat_gauche,,d2,,,42.09230880737304,66.39229965209961,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,1537,1552,garcon,coup_droit,1,att/att,JANG-WOOJIN,,defensif,m2,,poussette,-1.9549827575683596,-69.67470455169678,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,1553,1568,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,g2,,poussette,-70.14939038753509,87.66120681762695,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,1569,1579,garcon,coup_droit,1,att/att,JANG-WOOJIN,,offensif,d2,,topspin,-25.50000057220459,-87.57784996032714,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,1580,1591,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-17.532099533081055,81.46952565511067,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,1592,1611,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,2029,2064,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_gauche,,g2,,,-47.3582088470459,67.22201830546061,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,2065,2085,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,2562,2602,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,m3,,,-22.83047752380371,-132.33011280695598,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,2603,2613,garcon,revers,1,att/att,serveur_point_contre,,intermediaire,g2,pt_gagne,topspin,-39.05516376495361,72.70993067423503,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,2946,2980,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-50.15488224029541,-64.80976492563883,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,2981,3010,garcon,revers,1,att/att,serveur_point_pour,,defensif,,out,poussette,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,3292,3326,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,46.75331878662109,52.045077641805015,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,3327,3342,garcon,coup_droit,1,att/att,JANG-WOOJIN,,defensif,m2,,poussette,-1.9549827575683596,-74.07984879811605,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,3343,3353,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,-1.9549827575683596,84.50535278320312,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,3354,3367,garcon,coup_droit,1,att/att,JANG-WOOJIN,,intermediaire,d2,,bloc,-25.50000057220459,-60.53837490081787,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,3368,3378,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,-44.57610740661621,85.37644500732422,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,3379,3428,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,3693,3701,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,-1.9549827575683596,49.26419881184896,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,3702,3727,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,3985,4028,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-47.3582088470459,-73.8675370534261,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,4029,4043,garcon,revers,1,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,flip,-33.59115982055664,79.85358721415201,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,4044,4080,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,4435,4484,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-41.80846195220947,-56.752780278523765,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,4485,4508,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,4613,4640,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,-47.3582088470459,93.29290758768715,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,4641,4664,garcon,revers,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,4750,4791,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,30.24221267700195,57.35986557006836,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,4792,4803,garcon,coup_droit,1,att/att,JANG-WOOJIN,,defensif,m2,,poussette,8.172622299194336,-53.08932043711344,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,4804,4830,garcon,revers,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5040,5057,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,d2,,,-58.63348474502563,-57.49660739898682,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,5058,5084,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,flip,,,,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5479,5519,garcon,coup_droit,1,att/att,JANG-WOOJIN,lat_droit,,m3,,,-7.095153045654297,-111.2971264521281,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,5520,5531,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,-39.05516376495361,72.70993067423503,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5532,5542,garcon,revers,1,att/att,JANG-WOOJIN,,intermediaire,m2,,bloc,10.673250579833985,-64.58433122634888,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,5543,5553,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-47.3582088470459,131.6324629465739,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5554,5562,garcon,revers,1,att/att,JANG-WOOJIN,,intermediaire,g3,,bloc,25.42142219543457,-106.65612018903096,2.0,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,5563,5570,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-47.3582088470459,120.89738883972169,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5571,5593,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,JANG-WOOJIN,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,ALEXIS-LEBRUN,5845,5852,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m1,,,0.5958663940429687,43.25801060994466,2.0,ALEXIS-LEBRUN,JANG-WOOJIN
ALEXIS-LEBRUN_vs_JANG-WOOJIN,JANG-WOOJIN,5853,5877,garcon,revers,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,JANG-WOOJIN,ALEXIS-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,84,131,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,m2,,,-13.80306396484375,65.59757868448894,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,132,142,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,m2,,topspin,-5.782611846923828,-73.0215433438619,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,143,165,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,435,457,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,d2,,,35.28571739196777,53.87375462849935,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,458,467,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,d2,,poussette,-30.16408004760742,-61.66519063313802,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,468,484,garcon,coup_droit,1,att/att,DAN-QIU,,intermediaire,d2,,topspin,37.76100692749024,74.96225560506186,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,485,505,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,717,742,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,m2,,,-16.49999866485596,-46.73185755411784,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,743,758,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,m1,,poussette,17.663113021850585,31.574532318115235,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,759,778,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,m3,,poussette,-3.1323211669921878,-112.0368771870931,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,779,791,garcon,coup_droit,1,att/att,DAN-QIU,,offensif,m3,,topspin,-0.4935039520263672,124.30282567342122,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,792,803,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,intermediaire,m2,,bloc,22.75159111022949,-66.71511367162068,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,804,813,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,1056,1058,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,g3,,,35.28571739196777,-94.84816624323528,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1059,1068,garcon,revers,1,att/att,DAN-QIU,,offensif,m2,,topspin,-13.80306396484375,86.14620246887208,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,1069,1078,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,m3,,topspin,-11.11790351867676,-109.61631642977396,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1079,1108,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1543,1587,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,m2,,,12.531045913696287,75.02063153584798,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,1588,1599,garcon,revers,1,att/att,FELIX-LEBRUN,,offensif,g2,,topspin,45.125,-60.94942785898844,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1600,1626,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1908,1931,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,m2,,,20.212766265869146,79.15260569254558,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,1932,1943,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,g3,,poussette,35.28571739196777,-97.883309618632,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,1944,1974,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,2370,2377,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,d2,,,-49.810810565948486,-57.75655536651611,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,2378,2390,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,m1,,poussette,12.531045913696287,42.53746592203776,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,2391,2419,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,out,poussette,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,2709,2747,garcon,coup_droit,1,att/att,serveur_point_pour,lat_droit,,,filet,,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,2941,2977,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,m3,,,-16.49999866485596,110.09709256490072,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,2978,2997,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,3256,3271,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,m3,,,-16.49999866485596,111.68122126261392,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,3272,3298,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,3537,3556,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,m2,,,-8.444441223144532,-73.18063125610351,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,3557,3568,garcon,coup_droit,1,att/att,DAN-QIU,,defensif,m2,,poussette,-19.208790969848632,65.88592198689778,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,3569,3582,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,m3,,poussette,25.279660034179688,-106.36498525937398,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,3583,3592,garcon,revers,1,att/att,DAN-QIU,,offensif,g3,,topspin,-46.96629180908203,91.71583417256672,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,3593,3600,garcon,revers,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-73.03669726848602,-123.43140137195589,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,3849,3888,garcon,coup_droit,1,att/att,FELIX-LEBRUN,lat_droit,,g1,,,37.76100692749024,-37.10253785451253,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,3889,3923,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4382,4410,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,d2,,,30.303798294067384,58.67300173441569,2.0,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,FELIX-LEBRUN,4411,4422,garcon,coup_droit,1,att/att,FELIX-LEBRUN,,defensif,g2,,poussette,32.799998092651364,-69.19483210245768,2.0,FELIX-LEBRUN,DAN-QIU
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4423,4446,garcon,revers,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,DAN-QIU,FELIX-LEBRUN
FELIX-LEBRUN_vs_DANG-QIU,DAN-QIU,4759,4781,garcon,coup_droit,1,att/att,DAN-QIU,lat_droit,,d2,,,27.797038269042968,49.6338607788086,2.0,DAN-QIU,FELIX-LEBRUN
